,GDate,CodOfBuyer,CodOfSeller,Value,Valume
326311,2022-10-22,244106,634126,1154058298,438321
326313,2022-10-22,244106,079494,2371326711,970740
326607,2022-10-23,561961,864257,1282133422,509053
327014,2022-10-23,826989,634126,1425767586,514775
327272,2022-10-23,442939,306331,1271418467,608902
327312,2022-10-23,692573,634126,1484032122,658623
327422,2022-10-23,499959,837459,1292812235,515166
327423,2022-10-23,499959,834821,4780970293,1752494
327445,2022-10-23,499959,163989,1128357061,475449
327457,2022-10-23,499959,634126,2087329756,828526
327541,2022-10-23,738462,915618,1970758252,722094
327548,2022-10-23,738462,837459,2380228080,973699
327578,2022-10-23,738462,561961,1580542997,633338
327603,2022-10-23,738462,298236,1448490825,563385
327607,2022-10-23,738462,268207,1224173188,439475
327654,2022-10-23,738462,264494,1126754593,489751
327669,2022-10-23,738462,634126,2526012521,992142
327684,2022-10-23,738462,157191,1092292430,532532
328533,2022-10-24,363574,364999,1529773783,658260
328801,2022-10-24,679411,364999,3127930021,1270020
329547,2022-10-24,499959,352665,2793315604,1132940
329555,2022-10-24,499959,564158,2188288413,871762
329557,2022-10-24,499959,204674,1677664825,683838
329559,2022-10-24,499959,634126,2822089555,1131990
329731,2022-10-24,244106,352665,1968592416,807239
329885,2022-10-24,097005,632889,1162578539,539209
329922,2022-10-25,911258,632889,1763104738,807325
329926,2022-10-25,911258,137114,1192608953,475916
330539,2022-10-25,363574,137114,1191593504,503810
330610,2022-10-25,288984,393344,1372561494,588847
331575,2022-10-25,499959,580115,1354710505,517716
331592,2022-10-25,499959,223566,1960792769,752773
331600,2022-10-25,499959,174369,2374065830,1031701
331813,2022-10-25,244106,411200,1666611416,780297
331815,2022-10-25,244106,223566,1103493487,547805
331819,2022-10-25,244106,773563,2109062755,923312
332538,2022-10-26,383401,352665,2106186745,877465
332858,2022-10-26,191582,438887,1143341167,521611
333151,2022-10-26,618826,438887,1484958369,664597
333175,2022-10-26,313822,707192,1356342176,641289
333179,2022-10-26,313822,547714,2275490979,971441
333194,2022-10-26,313822,564158,1102410775,480567
333970,2022-10-26,738462,364999,1768348729,876714
333996,2022-10-26,781749,438887,1244775518,671743
334035,2022-10-26,244106,547714,1408581388,734050
334043,2022-10-26,244106,632889,3627039699,1492299
334551,2022-10-29,477752,306331,2202526878,922549
334797,2022-10-29,176300,306331,1881652976,951130
334804,2022-10-29,176300,352268,1191301195,619472
335008,2022-10-29,313822,615402,1948187320,876468
335021,2022-10-29,313822,407299,1459761079,777268
335026,2022-10-29,313822,405839,2131178888,962543
335027,2022-10-29,313822,032406,1608610889,804966
335721,2022-10-30,864110,870745,1435895741,687785
335742,2022-10-30,864110,515690,1156386304,611834
336247,2022-10-30,456128,517994,5042219258,2188837
336422,2022-10-30,323813,838239,2739439151,1309727
336848,2022-10-30,224788,838239,4459834792,2019102
336854,2022-10-30,224788,515690,1701527423,738892
336861,2022-10-30,224788,897335,1169444018,659502
337337,2022-10-30,235147,864110,1467179267,765789
337581,2022-10-30,832722,838239,4408630694,1938027
337612,2022-10-30,870045,838239,1101132253,532690
337721,2022-10-30,499959,517994,4117896789,1783328
337730,2022-10-30,499959,223566,1666719148,848621
337787,2022-10-30,499959,897335,2856039477,1276026
337982,2022-10-30,244106,623693,1891654029,913048
337995,2022-10-30,244106,827125,1170682290,616202
337998,2022-10-30,244106,838239,2141017476,1046885
338001,2022-10-30,244106,301040,1419973050,701983
338008,2022-10-30,244106,402158,1891938036,948598
338205,2022-10-30,941095,646773,1548088262,823566
338211,2022-10-30,941095,402158,1172494868,511375
338917,2022-10-31,224788,722456,1485909560,782723
339382,2022-10-31,295103,764953,1278152517,539483
339607,2022-10-31,707963,764953,1724540834,740813
340616,2022-11-01,066395,323813,1230604850,502723
340694,2022-11-01,295103,515295,1638097172,834096
340699,2022-11-01,295103,212164,1347182867,601140
340718,2022-11-01,499959,870754,1530519608,792894
340761,2022-11-01,499959,764702,1241444532,553655
340997,2022-11-02,907020,477752,1159291791,599161
341552,2022-11-02,323813,477752,4404101454,2017321
341554,2022-11-02,323813,693093,1560829109,732193
342014,2022-11-02,658639,477752,1240435189,588986
342247,2022-11-02,898750,707963,1098572691,498181
342276,2022-11-02,216797,477752,1853211552,813473
342571,2022-11-02,738462,760688,1411687901,670595
342634,2022-11-02,244106,785306,1824407669,811284
342637,2022-11-02,244106,693093,2231365971,1128933
342927,2022-11-05,800677,150084,2942838875,1218324
342930,2022-11-05,800677,244106,1954690182,850005
343523,2022-11-05,226769,932899,3302922701,1400549
343527,2022-11-05,226769,634028,1391464569,619724
343826,2022-11-05,393344,323813,1793341157,874650
343827,2022-11-05,393344,244106,1174306506,481140
344166,2022-11-05,319767,150084,1320262403,592527
344574,2022-11-05,538254,215268,1738881891,768459
344765,2022-11-06,886644,562152,1169241628,538666
344827,2022-11-06,786741,442939,1138327357,470957
345254,2022-11-06,367391,783933,1585186542,682967
345670,2022-11-06,072927,783933,1235508948,636320
345862,2022-11-06,787374,244106,3640197536,1608389
346201,2022-11-06,499959,393344,3653647014,1471255
346304,2022-11-06,501368,783933,1372210071,548344
346424,2022-11-06,244106,738462,4777714482,2095788
346585,2022-11-06,619070,896451,1083406446,514388
346774,2022-11-07,774372,097005,1260356877,511361
346841,2022-11-07,583163,295103,5596045256,2259733
346902,2022-11-07,520930,244106,1551987579,701308
346969,2022-11-07,366492,295103,3024715968,1199768
347123,2022-11-07,085447,244106,1838423645,859679
347139,2022-11-07,815368,295103,1225653178,501504
347140,2022-11-07,815368,546942,4898486096,1888477
347141,2022-11-07,815368,244106,7124324059,2854372
347152,2022-11-07,104392,244106,3165139356,1307678
347175,2022-11-07,325501,244106,1234307599,626643
347201,2022-11-07,560466,097005,1986166919,770132
347283,2022-11-07,436725,244106,2107980737,970200
347425,2022-11-07,109894,295103,4303527184,1736284
347512,2022-11-07,499959,546578,2308606859,1049051
347573,2022-11-07,730250,546942,2130929671,953207
347677,2022-11-07,741511,546942,4188233990,1623432
347732,2022-11-07,543519,244106,1448679173,564441
347790,2022-11-07,692065,244106,5248079690,2013786
347799,2022-11-07,897335,244106,1714273018,690813
348110,2022-11-08,738780,226769,1386620594,550785
348302,2022-11-08,630481,546942,1780696145,801879
348331,2022-11-08,620008,546942,1149374894,479108
348337,2022-11-08,615402,770411,1138738559,535706
348338,2022-11-08,615402,481815,1126638923,467801
348339,2022-11-08,615402,383401,1139079206,513008
348761,2022-11-08,384218,546942,1321950760,637300
348823,2022-11-08,364343,383401,1099271728,513496
348836,2022-11-08,364343,436725,2135475042,822917
348929,2022-11-08,302587,770411,1139190903,526889
348930,2022-11-08,302587,104392,2228186824,856830
348933,2022-11-08,302587,730250,1139397186,554290
349604,2022-11-08,627244,393344,1131945603,544000
350109,2022-11-08,487354,513702,1158389190,559708
350650,2022-11-08,464280,546942,2615964781,1027600
350717,2022-11-08,670093,730250,1122710980,568664
350821,2022-11-08,080747,104392,1133150673,490908
350829,2022-11-08,244106,546942,5167464531,2050384
351254,2022-11-09,874615,783778,1791895436,740895
351266,2022-11-09,874615,738462,2894288100,1167622
351877,2022-11-09,449188,738462,1411642385,653359
352247,2022-11-09,191582,738462,1689671543,674388
352454,2022-11-09,251212,738462,1664143172,663460
353381,2022-11-09,464280,738462,2579008995,1140750
353468,2022-11-09,970344,738462,2018783451,835884
353491,2022-11-09,128197,738462,1946172510,923149
353514,2022-11-09,244106,615402,5118283322,2045336
353523,2022-11-09,244106,546942,2065651417,866177
353525,2022-11-09,244106,738462,17545462615,7020415
353857,2022-11-12,886644,738462,1613507368,779312
354269,2022-11-12,620008,738462,1116427570,445971
354298,2022-11-12,601768,738462,1621246733,665206
354420,2022-11-12,531539,738462,1241693494,552483
354500,2022-11-12,456128,738462,1342898388,679676
354542,2022-11-12,397761,159448,1093759851,583337
354548,2022-11-12,397761,738462,1450421012,680604
354600,2022-11-12,379600,738462,1165077901,467107
355096,2022-11-12,414399,738462,4628338390,1874330
355140,2022-11-12,783778,738462,2495721993,1056920
355161,2022-11-12,746131,738462,1544895939,614451
355250,2022-11-12,099593,738462,1632480451,656929
355338,2022-11-12,815509,738462,1374003283,596860
355665,2022-11-12,831704,738462,4129387585,1687262
355944,2022-11-12,499959,383401,1527401893,636160
355958,2022-11-12,499959,224788,1523782670,642695
355989,2022-11-12,499959,738462,3258474909,1301673
356068,2022-11-12,856340,738462,1127423417,475117
356124,2022-11-12,108875,738462,1694918879,728491
356289,2022-11-12,128197,738462,2469998328,951246
356611,2022-11-13,870967,738462,1930476224,828191
356625,2022-11-13,867530,403464,2099502807,836817
356757,2022-11-13,816396,738462,3034063787,1300633
356819,2022-11-13,787911,738462,1530476025,780126
356926,2022-11-13,722456,738462,3990682032,1699381
356942,2022-11-13,722208,738462,5259156158,2225584
357067,2022-11-13,651861,403464,1293972835,672179
357075,2022-11-13,651861,763381,1615750284,640114
357095,2022-11-13,641222,814531,1307934477,618832
357097,2022-11-13,641222,373604,1859442340,787917
357098,2022-11-13,641222,738462,3313162741,1404839
357307,2022-11-13,544978,738462,5045173556,2086494
357759,2022-11-13,308698,738462,1691728156,838145
357828,2022-11-13,270146,738462,1571116177,692345
357839,2022-11-13,261092,738462,2019637389,877787
357936,2022-11-13,205198,403464,2005554082,875249
357946,2022-11-13,205198,229831,1293986377,563151
357948,2022-11-13,205198,442939,1219188748,652824
357950,2022-11-13,205198,546942,1148535294,573454
357952,2022-11-13,205198,738462,7349213529,3007504
358015,2022-11-13,171919,738462,1731555752,857578
358087,2022-11-13,139387,738462,3407256869,1497845
358095,2022-11-13,135896,738462,2267164986,910157
358096,2022-11-13,135896,198531,1508269372,727020
358248,2022-11-13,650325,738462,1165793638,504307
358343,2022-11-13,414399,738462,6035522762,2545659
358438,2022-11-13,108534,738462,1205230660,533422
358492,2022-11-13,609044,837459,1209183605,610943
358499,2022-11-13,609044,738462,1226816455,626763
358528,2022-11-13,085595,738462,8341671673,3483321
358540,2022-11-13,132268,738462,1322015764,611367
358558,2022-11-13,304554,738462,5017877046,2166742
358574,2022-11-13,377712,738462,1521828785,691717
358679,2022-11-13,875501,738462,2245679435,995533
358745,2022-11-13,110274,771873,2250080196,887276
358921,2022-11-13,074251,738462,1160127561,631547
359091,2022-11-13,831704,738462,2880186996,1238216
359165,2022-11-13,193749,738462,1530623543,604287
359174,2022-11-13,216797,738462,2550419714,1031236
359204,2022-11-13,319767,738462,1967049610,921522
359266,2022-11-13,705076,224788,1659079930,715732
359268,2022-11-13,705076,442939,1130590317,605866
359270,2022-11-13,705076,738462,3019065530,1302968
359300,2022-11-13,766240,738462,3255928564,1385161
359420,2022-11-13,507575,738462,1533215715,650923
359566,2022-11-13,464280,738462,2544007913,1105739
359603,2022-11-13,662381,738462,1720582009,746131
359704,2022-11-13,244106,738462,1490099103,623167
359745,2022-11-13,565975,403464,1870472882,761420
359760,2022-11-13,633996,738462,1298185608,668350
359895,2022-11-13,403381,814531,2622609878,1138151
359896,2022-11-13,403381,800677,2761788858,1112034
359900,2022-11-13,403381,403464,7745788748,3091337
359915,2022-11-13,403381,224788,9140982577,3682990
359918,2022-11-13,403381,381001,2451471146,1005448
359933,2022-11-13,403381,738462,34898093274,14096524
359936,2022-11-13,403381,198531,2013443820,904418
359994,2022-11-13,817008,738462,1314329248,630710
360617,2022-11-14,428321,583163,2434907798,1012133
360923,2022-11-14,187279,692065,2463923308,1124247
361287,2022-11-14,546578,502868,2854311505,1239546
361620,2022-11-14,137141,174368,1300392529,688170
361952,2022-11-14,464280,502868,2024286407,889001
362053,2022-11-14,244106,807562,3483092370,1509104
362057,2022-11-14,244106,583163,2669052735,1253248
362061,2022-11-14,244106,261092,1286255914,537542
362063,2022-11-14,244106,200608,2712917661,1153340
362070,2022-11-14,244106,304554,3505144358,1599822
362345,2022-11-15,852114,562508,2006639013,971636
362356,2022-11-15,852114,176300,2435481556,1109426
362747,2022-11-15,364343,237074,4312388026,1812927
363411,2022-11-15,192395,980869,1562796393,740461
363466,2022-11-15,499959,434118,1708304052,796195
363481,2022-11-15,499959,100149,2846153472,1254072
363488,2022-11-15,499959,831704,1116491786,599475
363518,2022-11-15,519334,176300,2511459265,1056667
365362,2022-11-16,899737,957941,1211973731,560317
365367,2022-11-16,899737,246242,1532707609,716696
365414,2022-11-16,387146,649896,1757096126,746152
366184,2022-11-19,364343,546942,1293396270,648932
367132,2022-11-19,244106,384133,1333476131,676560
367740,2022-11-20,530386,508292,1199280430,581565
367742,2022-11-20,530386,481815,1245362799,579534
367756,2022-11-20,530386,234668,1974740235,922762
367795,2022-11-20,530386,564263,1136655528,590636
368291,2022-11-20,736051,690467,2130563984,905036
368316,2022-11-20,736051,150084,2028081756,894534
368328,2022-11-20,736051,875501,2500076482,1006411
368347,2022-11-20,736051,244106,2741439767,1153275
368353,2022-11-20,736051,564263,2503700130,1091887
368375,2022-11-20,393344,690467,1385477998,642284
368379,2022-11-20,393344,428321,1980569286,802227
368397,2022-11-20,393344,244106,4662967723,2046742
368399,2022-11-20,393344,939884,1146781983,470036
368517,2022-11-20,821189,690467,3151653048,1378665
368528,2022-11-20,821189,384133,1647637601,764063
370053,2022-11-21,821189,496763,1254107863,605310
370271,2022-11-21,066395,496763,1191620712,493531
371142,2022-11-22,508292,464558,1497398913,671789
371401,2022-11-22,270146,467032,1304916888,635945
371724,2022-11-22,393344,406520,1944452175,949416
371770,2022-11-22,490870,702536,1393131958,570629
371810,2022-11-22,821189,464558,5198611238,2177594
371895,2022-11-22,821189,573460,1179397391,579147
372067,2022-11-22,067683,573460,1784493402,725257
372690,2022-11-29,688601,852114,1900650239,930249
372698,2022-11-29,688601,483022,1160765492,649997
372700,2022-11-29,688601,287500,1895379305,823121
372712,2022-11-29,688601,875501,3334915429,1481729
372726,2022-11-29,688601,198531,2774884678,1187167
372889,2022-11-29,515295,483022,1248726717,626299
373642,2022-11-29,040004,209219,1242596441,577201
373755,2022-11-29,987951,209219,1187807320,509332
373986,2022-11-30,753099,393344,1273227887,564028
373987,2022-11-30,753099,787374,1178178075,678396
374023,2022-11-30,706609,287004,1089457670,600292
374162,2022-11-30,621177,393344,2915462515,1434996
374164,2022-11-30,621177,461494,1136355765,589546
374632,2022-11-30,325556,852114,2111256770,990690
374741,2022-11-30,270146,787374,1355422198,711025
375827,2022-11-30,274673,971006,1546333548,764868
376514,2022-12-03,704203,395227,1179903751,604638
378313,2022-12-03,295557,395226,2587602628,1194791
378315,2022-12-03,295557,787374,1177060386,631923
378316,2022-12-03,295557,564910,3434431780,1615232
378980,2022-12-04,869905,182140,1639218986,834530
378998,2022-12-04,869905,547252,2532917983,1207162
379482,2022-12-04,524641,561961,1728889687,866360
379498,2022-12-04,524641,736051,2056837908,1037679
379499,2022-12-04,524641,099593,1289346166,710253
379513,2022-12-04,524641,671303,1519784306,750456
380485,2022-12-04,815509,551468,1171088364,624932
382112,2022-12-05,535931,306331,2617989526,1127151
382321,2022-12-05,305118,862890,1108488421,599357
383383,2022-12-05,045284,306331,1127284216,564475
383547,2022-12-05,141237,306331,1531103650,814319
383845,2022-12-06,869905,564910,1785386037,887878
384157,2022-12-06,531539,661431,2368835925,1074260
384160,2022-12-06,531539,207003,1705338576,781086
384265,2022-12-06,429019,272792,1539512280,771354
384554,2022-12-06,129371,207003,3270019470,1417777
385050,2022-12-06,066395,207003,1945326722,921109
385182,2022-12-06,135602,661431,1690114404,762808
385233,2022-12-06,730250,306331,1515799291,663231
385292,2022-12-06,181280,207003,1322455553,652041
385325,2022-12-06,350259,272792,1821173148,838305
385762,2022-12-07,869905,272792,2554832726,1156730
385859,2022-12-07,792926,736051,2726523994,1297132
386056,2022-12-07,620008,272792,1164134832,516489
386151,2022-12-07,517351,614055,2231384170,989252
386267,2022-12-07,364343,272792,2411359195,1183344
386948,2022-12-07,382733,272792,1123487686,627028
387004,2022-12-07,759920,272792,1353730947,675155
387145,2022-12-07,138719,272792,1135161215,535707
387187,2022-12-07,340476,272792,3575337332,1679890
387293,2022-12-07,216797,308078,1864457938,839202
387564,2022-12-07,251940,700617,1241917778,603554
387566,2022-12-07,251940,614055,1113662792,598488
389313,2022-12-10,650325,306331,1233509821,722293
389323,2022-12-10,604291,306331,7061028620,3229412
389420,2022-12-10,601556,453361,1666665407,864623
389447,2022-12-10,414399,828413,1279567152,707595
389692,2022-12-10,635519,473906,1482856805,712264
390810,2022-12-11,869905,333603,1447093262,782413
390812,2022-12-11,869905,240471,1584187759,819263
391107,2022-12-11,561961,473906,1909034966,1036170
391111,2022-12-11,561961,306331,3452412728,1725217
391392,2022-12-11,356564,561961,1539436526,740056
391824,2022-12-11,051555,706093,1107601226,552943
392044,2022-12-11,770029,493817,1464198805,672638
392066,2022-12-11,967685,306331,1261236340,625993
392321,2022-12-11,135602,306331,3224394466,1568664
393005,2022-12-12,760212,097005,1896856470,923172
393880,2022-12-12,129760,792926,2729379845,1247851
393991,2022-12-12,122883,172379,1730465918,824248
394000,2022-12-12,122883,085595,1891223528,851302
394020,2022-12-12,122883,346544,1863684777,811267
394303,2022-12-12,795563,792926,1133098859,520360
394643,2022-12-12,726562,497817,1121274039,632476
394835,2022-12-12,209164,295557,1963260918,941239
395065,2022-12-12,135056,295557,2816587466,1274524
395099,2022-12-12,147521,324632,1199580440,592784
395432,2022-12-12,751177,295414,3022118499,1309037
395437,2022-12-12,751177,174227,2160849365,1028682
395452,2022-12-12,751177,736051,3586013222,1640627
395453,2022-12-12,751177,085595,1576677750,778513
395473,2022-12-12,751177,135602,1924958114,915066
395825,2022-12-13,825569,660572,2361200609,1135940
396430,2022-12-13,462333,584234,1587388858,784202
396808,2022-12-13,265181,736051,1188873327,582140
396813,2022-12-13,265181,726562,1427547923,725972
396854,2022-12-13,237159,177366,1403326275,651834
397170,2022-12-13,511077,129760,2408082847,1186777
397542,2022-12-13,695082,754074,1340478204,563003
397562,2022-12-13,695082,736051,2636549033,1230621
397567,2022-12-13,695082,726562,1959772848,828410
397690,2022-12-13,427139,660572,2142223656,934397
397998,2022-12-13,209164,905011,2014567292,970016
398199,2022-12-13,525250,754074,3363613293,1448180
398237,2022-12-13,525250,408571,1583104820,765358
398239,2022-12-13,525250,635519,2441093272,1032101
398247,2022-12-13,525250,748597,2881664483,1252194
398273,2022-12-13,525250,769611,2447799474,1057891
398903,2022-12-13,564263,141237,1765969069,737223
399671,2022-12-14,462333,688601,2362901745,1044616
399672,2022-12-14,462333,689068,2361381289,1161849
399914,2022-12-14,290340,306331,1788118916,855882
399915,2022-12-14,290340,736051,1920741111,952345
399953,2022-12-14,265181,005976,1282474227,554052
400627,2022-12-14,748076,193749,1422399301,685785
400767,2022-12-14,770029,667035,1471574397,681542
400773,2022-12-14,770029,493764,1137393425,645639
401236,2022-12-14,135602,222225,1406072885,732996
402623,2022-12-17,456128,870745,2564000609,1212845
402682,2022-12-17,456128,986414,3378123607,1507544
402693,2022-12-17,456128,012579,3574914970,1657404
402796,2022-12-17,393066,667035,3252898381,1414164
403028,2022-12-17,222225,005976,1396778952,662333
403318,2022-12-17,373953,251940,1399040845,632440
403888,2022-12-17,973200,986414,1502736047,614846
403894,2022-12-17,007180,986414,2023922787,945563
403941,2022-12-17,147642,295414,1918594762,877322
403945,2022-12-17,147642,986414,1280565649,579836
404247,2022-12-17,135602,986414,2430047820,1042415
404626,2022-12-17,634621,393066,2010743287,977297
404677,2022-12-17,634621,005976,1678948514,845346
404897,2022-12-17,564263,462333,1175695986,592734
404904,2022-12-17,564263,295414,1519469527,644428
404937,2022-12-17,564263,986414,1563698013,709699
405574,2022-12-18,548886,634621,2451493314,1113155
405657,2022-12-18,480901,634621,1257594461,572646
405731,2022-12-18,456128,564263,1771922841,774810
406797,2022-12-18,301035,244106,2017044226,957576
407932,2022-12-18,564263,057596,1100185257,559378
408315,2022-12-19,730389,688601,1401660036,612655
409618,2022-12-19,065628,653742,1292543636,681051
409707,2022-12-19,526241,594413,1822237522,861726
409843,2022-12-19,147642,760034,1173864976,632167
410645,2022-12-19,564263,269705,1439916191,628854
410943,2022-12-20,753115,229831,1296309826,572252
411206,2022-12-20,551468,678754,1101646566,548925
411812,2022-12-20,236391,306331,1207252227,673775
412224,2022-12-20,777470,306331,1225091193,515773
413914,2022-12-21,979551,701048,1174786779,614393
414159,2022-12-21,572778,306331,1987496454,944646
414253,2022-12-21,634621,306331,1968334783,902975
414370,2022-12-21,564263,306331,2501820639,1074418
414650,2022-12-24,753115,573460,1737561521,849963
414671,2022-12-24,747900,306331,1639324706,795930
414681,2022-12-24,747900,244106,1128056575,548298
415385,2022-12-24,270146,373953,1752297374,718554
415465,2022-12-24,230765,129760,1246055304,500166
415556,2022-12-24,189066,570327,1208538198,619357
415656,2022-12-24,158181,548886,1272123996,522338
415659,2022-12-24,158181,306331,1361490630,679051
415739,2022-12-24,155134,598758,1543419641,756029
416167,2022-12-24,329488,583186,1390177461,657650
416251,2022-12-24,065628,855282,1574516012,717144
416682,2022-12-24,751217,306331,1249844483,631398
416774,2022-12-24,364377,689068,2408252416,987837
416915,2022-12-24,023996,583186,1384393151,589736
416936,2022-12-24,023996,129760,4388189717,1766779
416954,2022-12-24,023996,781335,1179961369,501662
416959,2022-12-24,023996,546578,1529721980,647041
416997,2022-12-24,023996,097005,1496166069,686965
417189,2022-12-24,795763,306331,1431478270,593944
417193,2022-12-24,795763,415282,1144851308,543774
417200,2022-12-24,795763,244106,1924409161,880170
417308,2022-12-24,564263,306331,1212857122,650010
417399,2022-12-24,097005,246537,1365426840,716725
417518,2022-12-25,865349,641222,1227389878,605778
417657,2022-12-25,788370,861512,1418591765,584048
417733,2022-12-25,731985,306331,2862622593,1286852
418115,2022-12-25,551468,411430,1446031284,671767
418356,2022-12-25,399602,688601,1156097258,506360
418749,2022-12-25,213491,688601,1596505563,638948
418871,2022-12-25,158181,341867,1567050885,654258
418882,2022-12-25,158181,186183,1477054784,676315
418897,2022-12-25,158181,463481,1159511027,565741
419007,2022-12-25,990651,341867,1434830398,629113
419150,2022-12-25,775756,341867,1626811004,729946
419221,2022-12-25,463247,411430,1135396313,534444
419548,2022-12-25,065628,306331,1427158827,705457
419555,2022-12-25,065628,075155,1181643468,608503
419724,2022-12-25,816449,641222,2621388356,1115713
419732,2022-12-25,816449,341867,1264477814,637127
419827,2022-12-25,299527,688601,1197436749,551063
419829,2022-12-25,299527,612749,1498306148,652203
420013,2022-12-25,705931,341867,1246591236,563424
420107,2022-12-25,135602,411430,1365949638,577301
420232,2022-12-25,751217,341867,1740859237,727605
420551,2022-12-25,198531,306331,1951144893,782719
420579,2022-12-25,198531,572778,2075401698,927445
420654,2022-12-25,701048,641222,1572632023,681457
420723,2022-12-25,701936,306331,1444482677,681580
421081,2022-12-26,906899,634621,1223272267,499919
422187,2022-12-26,211468,702811,2041160416,960740
422760,2022-12-26,853783,601556,1365344190,553002
422896,2022-12-26,067683,792884,1103076083,484533
422900,2022-12-26,067683,173046,2457000578,989043
423681,2022-12-26,555616,781866,1378809620,669566
423726,2022-12-26,830212,702811,1856688940,861415
424255,2022-12-28,825569,288984,1281841136,565653
424513,2022-12-28,729653,765685,1242655435,591202
424721,2022-12-28,643343,199628,1829041210,758663
425071,2022-12-28,524141,669944,2208746888,927303
425756,2022-12-28,263704,669944,1125733548,507134
426001,2022-12-28,174227,765685,1263856971,569376
426448,2022-12-28,775756,669944,1658074279,762439
426542,2022-12-28,313348,421344,1163095939,498883
427032,2022-12-28,210507,199628,2185709787,904464
427245,2022-12-28,145999,786025,1462853521,629350
427570,2022-12-28,282636,689068,1885905130,767955
427578,2022-12-28,282636,421344,1437095009,725388
427835,2022-12-28,135602,869075,1189607041,543894
427837,2022-12-28,135602,849553,1159983063,532120
427854,2022-12-28,135602,669944,2068904269,858963
427900,2022-12-28,135602,689068,1512466433,647330
427904,2022-12-28,135602,765685,1297966036,638787
427939,2022-12-28,135602,421344,1240825301,528699
427997,2022-12-28,343237,181645,1593492099,733584
428788,2022-12-28,707963,669944,1845679609,875558
429027,2022-12-28,564263,178437,1315304913,519263
429139,2022-12-28,979625,824686,1264555017,514000
429315,2022-12-31,879937,306331,1568537695,798121
429873,2022-12-31,620503,564263,1805078913,810967
430307,2022-12-31,407304,324128,1786810455,742761
430564,2022-12-31,325438,571974,1192436723,635587
430666,2022-12-31,281361,564263,1194019715,527263
430734,2022-12-31,270146,129043,1228554506,644910
431059,2022-12-31,174227,571974,2126818815,1003005
431377,2022-12-31,241137,564263,1243690508,671194
431401,2022-12-31,191051,306331,1111461748,611609
431864,2022-12-31,415290,171919,2185725078,944320
431871,2022-12-31,415290,571974,1450218535,629657
431883,2022-12-31,415290,564263,2867932955,1309403
432052,2022-12-31,829149,571974,2362979731,1102647
433133,2022-12-31,177905,571974,2445474747,1166238
433393,2022-12-31,244106,571974,3847625291,1746632
433524,2022-12-31,672555,601556,1445079902,645699
433525,2022-12-31,672555,571974,2447929741,1166022
433744,2022-12-31,704751,667257,1505993227,681734
433800,2022-12-31,979625,258324,1131659892,501102
434249,2023-01-01,749790,211311,2140169934,921812
434316,2023-01-01,749790,564263,1596145683,706814
434655,2023-01-01,551468,564263,1406985320,654207
434715,2023-01-01,508292,394140,1297405548,678167
434937,2023-01-01,407472,524641,1165746057,643943
436311,2023-01-01,644797,551468,1420716247,607729
436414,2023-01-01,147642,571974,1655633760,726969
436668,2023-01-01,319767,564263,1450713669,657569
437173,2023-01-01,244106,571974,7387651982,3327878
437201,2023-01-01,389039,571974,1352518204,738156
437547,2023-01-02,892066,571974,1171065075,490161
438006,2023-01-02,551468,526211,1500015577,708606
438301,2023-01-02,356564,572670,1197982240,569532
438435,2023-01-02,273350,463767,1348423188,669663
438448,2023-01-02,272831,553412,1548337946,775346
438672,2023-01-02,208057,620008,1929577762,863110
438747,2023-01-02,208057,571974,3487640037,1540909
438760,2023-01-02,208057,276091,1671829637,846926
438969,2023-01-02,140293,571974,2451323132,1162161
439521,2023-01-02,831898,176040,1249649156,644740
439524,2023-01-02,831898,571974,1204471125,572388
439608,2023-01-02,077960,463767,2590937418,1103525
439925,2023-01-02,394140,861808,1505910957,645848
440047,2023-01-02,135602,571974,1123880341,489428
440199,2023-01-02,053240,571974,2822999512,1240069
440469,2023-01-02,634621,571974,1254695734,545184
440583,2023-01-02,434697,434118,1085537755,507339
440781,2023-01-02,986268,674964,1217929212,627313
440809,2023-01-02,097005,867530,1096884284,488478
442497,2023-01-03,656036,722456,1208474957,667343
442506,2023-01-03,656036,343972,1173350904,605062
442508,2023-01-03,656036,288984,1231169976,532556
442526,2023-01-03,656036,801182,1350378801,708945
442527,2023-01-03,656036,063159,1366265692,717846
442581,2023-01-03,019018,690515,2646542511,1101202
442585,2023-01-03,019018,343972,1138295208,507366
442743,2023-01-03,061809,099806,1518690307,641265
442753,2023-01-03,061809,135602,1383023073,671959
443266,2023-01-03,135602,815368,1123067952,494345
443336,2023-01-03,295103,343972,1482800195,624002
443644,2023-01-03,667418,571974,11377470839,4565293
443799,2023-01-03,404768,720861,2659795097,1185781
443883,2023-01-03,555616,145999,2469178133,1069691
443890,2023-01-03,555616,177905,3529416951,1417172
443896,2023-01-03,555616,672555,4431266988,1895835
444507,2023-01-04,748167,246537,2226554312,1072178
445879,2023-01-04,770029,127978,1403563845,723451
446021,2023-01-04,962122,135602,1531989820,702465
446098,2023-01-04,534457,127978,1163587469,517437
446099,2023-01-04,534457,246537,1471141103,711946
446222,2023-01-04,295103,925172,1140659577,506724
446658,2023-01-04,446737,551468,2883921957,1242276
446660,2023-01-04,446737,526340,2903241383,1325977
446662,2023-01-04,446737,369281,1523841258,710348
446663,2023-01-04,446737,290340,1150658711,591659
446673,2023-01-04,446737,571974,3989293607,1672960
446681,2023-01-04,446737,246537,13156595388,5597651
446682,2023-01-04,446737,329488,1192557376,569115
